claim_id,policy_id,accident_year,report_delay_months,claim_type,litigation_flag,ultimate_loss
CLM00000528,POL002546,2021,21,BI,0,148601.72
CLM00000529,POL002547,2019,8,PD,0,200
CLM00000530,POL002558,2022,5,BI,0,72322.7
CLM00000531,POL002567,2020,4,BI,0,1581.9
CLM00000532,POL002569,2018,5,BI,0,7198.54
CLM00000533,POL002571,2019,6,BI,0,200
CLM00000534,POL002576,2022,13,PD,0,140202.58
CLM00000535,POL002578,2018,5,PD,0,180892.35
CLM00000536,POL002587,2023,1,BI,0,7128.36
CLM00000537,POL002598,2024,8,PD,0,2425.45
CLM00000538,POL002606,2020,6,PD,0,29631.28
CLM00000539,POL002611,2020,7,BI,0,3373.76
CLM00000540,POL002614,2024,1,BI,0,1801.27
CLM00000541,POL002633,2022,4,BI,1,15865.13
CLM00000542,POL002636,2020,1,PD,0,111822.57
CLM00000543,POL002640,2020,3,PD,0,200
CLM00000544,POL002641,2022,2,PD,0,7378.72
CLM00000545,POL002644,2018,4,PD,0,1287.57
CLM00000546,POL002650,2024,6,BI,1,22499.45
CLM00000547,POL002650,2024,26,BI,0,200
CLM00000548,POL002652,2018,3,PD,0,21231.19
CLM00000549,POL002657,2019,3,BI,0,8798.66
CLM00000550,POL002658,2023,1,PD,0,2698.38
CLM00000551,POL002664,2021,3,BI,0,3166.41
CLM00000552,POL002665,2022,1,PD,0,27999.52
CLM00000553,POL002667,2019,3,PD,0,11171.55
CLM00000554,POL002673,2020,13,BI,0,3002.02
CLM00000555,POL002675,2022,5,PD,0,58168.07
CLM00000556,POL002675,2023,4,PD,0,7465.75
CLM00000557,POL002680,2023,10,PD,0,200
CLM00000558,POL002683,2024,2,PD,0,1659
CLM00000559,POL002688,2024,2,BI,0,3424.19
CLM00000560,POL002688,2024,12,BI,0,29231.87
CLM00000561,POL002692,2021,3,BI,0,23589.86
CLM00000562,POL002692,2022,2,PD,0,1065.91
CLM00000563,POL002719,2019,25,PD,0,4806.61
CLM00000564,POL002721,2023,3,PD,0,1939.79
CLM00000565,POL002722,2024,4,PD,0,4418.79
CLM00000566,POL002724,2020,2,PD,0,200
CLM00000567,POL002728,2022,3,PD,0,200
CLM00000568,POL002733,2019,3,PD,0,4583.29
CLM00000569,POL002735,2022,6,BI,0,10904.88
CLM00000570,POL002741,2021,10,PD,0,5443.36
CLM00000571,POL002741,2022,4,BI,0,200
CLM00000572,POL002742,2021,5,BI,0,4907.18
CLM00000573,POL002748,2023,4,BI,1,83671.09
CLM00000574,POL002750,2019,3,BI,0,51339.14
CLM00000575,POL002753,2020,10,BI,0,57254.14
CLM00000576,POL002767,2020,9,PD,0,70031.66
CLM00000577,POL002768,2021,2,PD,0,7677.42
CLM00000578,POL002768,2021,5,BI,0,5154.28
CLM00000579,POL002769,2023,4,PD,0,135934.44
CLM00000580,POL002770,2024,4,PD,0,200
CLM00000581,POL002774,2023,17,PD,0,431046.77
CLM00000582,POL002775,2020,23,PD,0,6987.8
CLM00000583,POL002788,2018,34,BI,0,5490.65
CLM00000584,POL002791,2023,7,PD,0,25437.55
CLM00000585,POL002799,2021,3,PD,1,5219.52
CLM00000586,POL002799,2021,11,BI,1,192169.67
CLM00000587,POL002803,2024,5,PD,0,4737.93
CLM00000588,POL002806,2021,33,PD,0,26530.58
CLM00000589,POL002810,2019,5,BI,0,200
CLM00000590,POL002820,2024,10,PD,0,5669.21
CLM00000591,POL002826,2020,4,PD,0,200
CLM00000592,POL002832,2021,5,PD,0,200
CLM00000593,POL002834,2019,5,PD,0,37395.15
CLM00000594,POL002834,2021,6,PD,0,1066.41
CLM00000595,POL002835,2021,6,PD,1,6721.18
CLM00000596,POL002836,2018,20,BI,1,1698.95
CLM00000597,POL002836,2019,13,BI,0,21878.87
CLM00000598,POL002839,2024,7,BI,1,6704.96
CLM00000599,POL002850,2020,11,PD,0,86549.97
CLM00000600,POL002852,2020,6,PD,0,6572.18
CLM00000601,POL002853,2021,11,BI,1,230
CLM00000602,POL002868,2019,4,PD,0,601.85
CLM00000603,POL002876,2018,7,BI,1,4171.83
CLM00000604,POL002881,2020,12,BI,0,53803.17
CLM00000605,POL002888,2019,8,BI,0,200
CLM00000606,POL002894,2023,5,PD,0,43007.7
CLM00000607,POL002909,2018,8,PD,1,3168.27
CLM00000608,POL002910,2024,3,BI,0,5978.13
CLM00000609,POL002910,2024,3,BI,0,4412.41
CLM00000610,POL002911,2024,4,PD,0,5951.45
CLM00000611,POL002911,2024,1,BI,0,498.16
CLM00000612,POL002914,2021,2,PD,0,852035.68
CLM00000613,POL002920,2019,5,PD,0,6251.85
CLM00000614,POL002923,2020,6,PD,0,200
CLM00000615,POL002923,2023,8,PD,0,6587.66
CLM00000616,POL002924,2021,5,BI,0,42481.15
CLM00000617,POL002925,2019,4,BI,1,230
CLM00000618,POL002943,2020,19,PD,0,7032.73
CLM00000619,POL002946,2022,4,PD,0,41957.45
CLM00000620,POL002957,2022,10,PD,0,2891.14
CLM00000621,POL002959,2019,2,PD,0,200
CLM00000622,POL002972,2022,7,PD,0,200
CLM00000623,POL002978,2024,5,BI,1,116077.42
CLM00000624,POL002978,2024,2,PD,0,7368.62
CLM00000625,POL002987,2019,1,BI,1,36884.19
CLM00000626,POL002993,2019,4,PD,1,4131.64
CLM00000627,POL002998,2019,10,PD,0,13461.59
CLM00000628,POL003000,2023,9,BI,0,200
CLM00000629,POL003000,2024,29,BI,0,200
CLM00000630,POL003003,2020,12,PD,0,200
CLM00000631,POL003008,2021,1,PD,0,200
CLM00000632,POL003012,2024,3,BI,0,661790.83
CLM00000633,POL003013,2022,12,PD,0,4668.73
CLM00000634,POL003016,2024,5,BI,1,51480.05
CLM00000635,POL003023,2020,4,PD,0,9897.32
CLM00000636,POL003027,2020,7,PD,0,18029.85
CLM00000637,POL003031,2021,4,BI,0,11887.22
CLM00000638,POL003036,2021,6,PD,1,2623.61
CLM00000639,POL003048,2020,11,PD,0,2253.09
CLM00000640,POL003049,2023,11,PD,0,3329.31
CLM00000641,POL003050,2022,8,BI,0,262989.81
CLM00000642,POL003059,2024,10,PD,0,184468.52
CLM00000643,POL003065,2024,2,BI,0,19178.28
CLM00000644,POL003071,2019,5,PD,0,1673.02
CLM00000645,POL003076,2020,5,PD,0,200
CLM00000646,POL003083,2019,3,BI,0,200
CLM00000647,POL003088,2022,7,PD,0,126389.13
CLM00000648,POL003099,2023,12,BI,0,35293.55
CLM00000649,POL003103,2022,10,PD,0,664311.75
CLM00000650,POL003103,2023,5,BI,0,200
CLM00000651,POL003109,2022,13,PD,0,200
CLM00000652,POL003110,2023,3,BI,0,63739.6
CLM00000653,POL003116,2018,9,PD,0,5972.24
CLM00000654,POL003128,2018,3,PD,1,508.13
CLM00000655,POL003133,2019,7,PD,0,4753.62
CLM00000656,POL003144,2020,2,PD,0,61471.84
CLM00000657,POL003145,2022,3,BI,1,15755.95
CLM00000658,POL003150,2020,3,PD,0,48004.67
CLM00000659,POL003156,2022,2,PD,0,12048.49
CLM00000660,POL003162,2022,5,BI,0,167529.7
CLM00000661,POL003171,2021,4,BI,1,9129.27
CLM00000662,POL003179,2019,4,BI,1,44486.88
CLM00000663,POL003179,2021,1,PD,0,472604.79
CLM00000664,POL003180,2021,2,PD,0,13369.18
CLM00000665,POL003184,2023,3,BI,0,277258.53
CLM00000666,POL003193,2020,2,BI,0,200
CLM00000667,POL003195,2020,5,PD,0,30394.5
CLM00000668,POL003198,2018,2,BI,0,1363.96
CLM00000669,POL003198,2019,8,PD,0,3172.05
CLM00000670,POL003211,2022,3,BI,0,44907.28
CLM00000671,POL003219,2022,11,PD,0,120128.47
CLM00000672,POL003221,2023,6,BI,0,18216.5
CLM00000673,POL003228,2023,5,BI,0,9858.12
CLM00000674,POL003236,2022,2,PD,0,20845.53
CLM00000675,POL003239,2018,4,PD,0,10698.69
CLM00000676,POL003241,2021,9,BI,1,17893.61
CLM00000677,POL003252,2022,1,PD,0,14344.81
CLM00000678,POL003254,2023,11,PD,0,3629.18
CLM00000679,POL003256,2020,3,PD,0,5617.21
CLM00000680,POL003262,2024,3,BI,0,51005.15
CLM00000681,POL003266,2021,5,BI,0,2206.94
CLM00000682,POL003269,2021,8,BI,0,3291.07
CLM00000683,POL003271,2019,3,PD,0,745.67
CLM00000684,POL003280,2022,5,PD,0,200
CLM00000685,POL003288,2018,13,PD,1,6142.15
CLM00000686,POL003295,2023,5,PD,0,5721.8
CLM00000687,POL003296,2021,3,BI,0,6332.26
CLM00000688,POL003296,2021,2,PD,0,3367.14
CLM00000689,POL003299,2019,8,PD,1,230
CLM00000690,POL003300,2024,2,BI,0,1510.7
CLM00000691,POL003304,2021,4,PD,0,120528.87
CLM00000692,POL003304,2022,3,BI,1,186005.4
CLM00000693,POL003313,2021,3,BI,0,2370.64
CLM00000694,POL003313,2022,6,BI,0,398.29
CLM00000695,POL003313,2022,9,BI,0,329.07
CLM00000696,POL003313,2023,6,BI,0,17735.08
CLM00000697,POL003315,2020,5,BI,0,675.91
CLM00000698,POL003323,2019,6,BI,0,13473.22
CLM00000699,POL003334,2023,14,PD,0,200
CLM00000700,POL003335,2021,3,PD,0,200
CLM00000701,POL003346,2024,5,PD,0,5292.29
CLM00000702,POL003347,2019,8,BI,0,7760.81
CLM00000703,POL003352,2023,5,BI,0,230.87
CLM00000704,POL003353,2022,3,BI,0,2719.51
CLM00000705,POL003360,2022,5,PD,0,14140.71
CLM00000706,POL003360,2023,6,PD,0,2358.83
CLM00000707,POL003362,2023,2,PD,0,4524.78
CLM00000708,POL003364,2022,3,BI,0,4672.14
CLM00000709,POL003369,2018,6,BI,0,200
CLM00000710,POL003372,2020,2,BI,0,1642.18
CLM00000711,POL003372,2022,16,PD,0,27747.9
CLM00000712,POL003396,2023,7,PD,0,47953.75
CLM00000713,POL003396,2024,8,BI,0,8518.3
CLM00000714,POL003403,2021,8,PD,0,11475.85
CLM00000715,POL003413,2019,3,PD,0,7065.63
CLM00000716,POL003420,2023,3,PD,0,200
CLM00000717,POL003425,2024,2,PD,0,200
CLM00000718,POL003427,2020,6,PD,0,12856.91
CLM00000719,POL003429,2023,2,PD,1,3181.28
CLM00000720,POL003431,2022,4,BI,0,379.93
CLM00000721,POL003432,2021,4,PD,0,200
CLM00000722,POL003436,2024,9,PD,0,28948.75
CLM00000723,POL003437,2019,11,PD,0,3944.22
CLM00000724,POL003438,2024,9,BI,1,230
CLM00000725,POL003439,2019,16,BI,1,5071.24
CLM00000726,POL003446,2022,1,PD,0,5541.66
CLM00000727,POL003447,2021,3,BI,0,3967.25
CLM00000728,POL003449,2020,9,BI,1,230
CLM00000729,POL003454,2024,8,PD,0,200
CLM00000730,POL003457,2024,2,BI,0,28100.67
CLM00000731,POL003460,2019,5,PD,0,200
CLM00000732,POL003461,2018,4,BI,0,18928.4
CLM00000733,POL003468,2024,3,BI,1,230
CLM00000734,POL003475,2022,18,BI,0,5176.25
CLM00000735,POL003479,2022,9,PD,0,3470.37
CLM00000736,POL003479,2022,3,BI,1,15329.39
CLM00000737,POL003480,2020,4,PD,0,1100.86
CLM00000738,POL003480,2022,2,BI,0,9750.11
CLM00000739,POL003483,2021,6,PD,0,200
CLM00000740,POL003486,2022,3,BI,1,11567.36
CLM00000741,POL003492,2022,14,BI,0,307877.01
CLM00000742,POL003512,2024,7,PD,0,49856.15
CLM00000743,POL003514,2022,4,PD,0,200
CLM00000744,POL003514,2022,3,PD,0,2489.42
CLM00000745,POL003517,2023,5,PD,0,6466.51
CLM00000746,POL003519,2022,2,PD,0,200
CLM00000747,POL003532,2024,17,BI,0,51567.07
CLM00000748,POL003534,2023,1,PD,0,6436.91
CLM00000749,POL003534,2024,6,PD,0,35351.24
CLM00000750,POL003537,2024,4,BI,0,252.45
CLM00000751,POL003540,2022,10,PD,0,34116.62
CLM00000752,POL003549,2022,16,PD,0,10557.32
CLM00000753,POL003557,2023,5,BI,1,6977.37
CLM00000754,POL003561,2019,6,PD,0,6133.92
CLM00000755,POL003561,2021,10,PD,0,3121.75
CLM00000756,POL003563,2020,2,PD,0,4449.38
CLM00000757,POL003563,2021,9,PD,0,67316.01
CLM00000758,POL003565,2018,10,PD,1,5935.95
CLM00000759,POL003582,2019,2,BI,1,76244.55
CLM00000760,POL003587,2024,7,BI,0,3787.16
CLM00000761,POL003608,2022,1,PD,0,8657.88
CLM00000762,POL003614,2024,11,BI,0,53654.01
CLM00000763,POL003616,2022,5,BI,1,230
CLM00000764,POL003624,2020,7,PD,0,9679
CLM00000765,POL003627,2023,15,PD,0,4689.26
CLM00000766,POL003630,2020,4,PD,0,19335.55
CLM00000767,POL003640,2022,10,BI,0,546586.82
CLM00000768,POL003650,2020,3,BI,1,1269.53
CLM00000769,POL003655,2020,5,BI,1,73355.25
CLM00000770,POL003656,2018,2,PD,0,200
CLM00000771,POL003656,2018,2,PD,0,5971.59
CLM00000772,POL003659,2024,9,PD,0,351416.02
CLM00000773,POL003670,2019,10,BI,0,200
CLM00000774,POL003672,2024,2,BI,1,19834.94
CLM00000775,POL003680,2019,11,BI,1,37633.77
CLM00000776,POL003686,2024,4,BI,1,4328.3
CLM00000777,POL003695,2019,5,PD,0,200
CLM00000778,POL003695,2020,1,BI,0,14726.66
CLM00000779,POL003698,2022,15,PD,0,200
CLM00000780,POL003708,2022,4,BI,0,13024.65
CLM00000781,POL003709,2019,5,PD,0,200
CLM00000782,POL003709,2021,7,PD,0,4041.15
CLM00000783,POL003710,2019,5,BI,1,230
CLM00000784,POL003714,2023,6,BI,0,8953.95
CLM00000785,POL003717,2024,7,PD,1,426068.29
CLM00000786,POL003720,2022,3,PD,0,7869.14
CLM00000787,POL003723,2021,8,PD,0,200
CLM00000788,POL003730,2023,6,PD,0,34444.12
CLM00000789,POL003735,2024,4,PD,1,230
CLM00000790,POL003742,2019,14,PD,1,104561.88
CLM00000791,POL003742,2020,15,PD,0,570.67
CLM00000792,POL003748,2021,4,PD,0,5207.11
CLM00000793,POL003748,2022,4,BI,0,2022.28
CLM00000794,POL003749,2024,6,PD,0,11701.39
CLM00000795,POL003755,2020,14,BI,1,34032.53
CLM00000796,POL003755,2021,9,PD,0,41898.19
CLM00000797,POL003755,2021,3,BI,0,200
CLM00000798,POL003758,2023,7,PD,0,5065.18
CLM00000799,POL003760,2022,8,PD,0,34781.93
CLM00000800,POL003762,2019,1,BI,0,1171.51
CLM00000801,POL003763,2021,18,BI,1,8078.73
CLM00000802,POL003767,2018,10,BI,1,8705.91
CLM00000803,POL003772,2023,4,PD,0,3061.2
CLM00000804,POL003775,2024,3,BI,0,6986.9
CLM00000805,POL003776,2021,4,PD,0,203.1
CLM00000806,POL003777,2022,9,PD,0,200
CLM00000807,POL003781,2023,3,BI,0,7022.01
CLM00000808,POL003781,2023,10,BI,0,46081.83
CLM00000809,POL003789,2022,28,BI,1,1974.08
CLM00000810,POL003793,2020,4,PD,0,4741.73
CLM00000811,POL003802,2022,6,PD,0,54203.34
CLM00000812,POL003803,2020,5,BI,0,200
CLM00000813,POL003807,2021,3,PD,0,10406.84
CLM00000814,POL003819,2023,3,PD,0,3168.18
CLM00000815,POL003822,2024,3,PD,0,200
CLM00000816,POL003824,2022,4,BI,0,3350.06
CLM00000817,POL003826,2023,3,PD,1,5024.13
CLM00000818,POL003833,2020,7,PD,1,211722.26
CLM00000819,POL003834,2021,2,BI,0,200
CLM00000820,POL003834,2021,15,BI,0,31765.15
CLM00000821,POL003835,2024,4,BI,1,761.08
CLM00000822,POL003845,2024,18,PD,0,2537.33
CLM00000823,POL003847,2024,5,PD,0,6759.92
CLM00000824,POL003850,2021,16,PD,0,8849.64
CLM00000825,POL003856,2019,3,BI,0,2865.71
CLM00000826,POL003869,2018,3,PD,1,230
CLM00000827,POL003870,2022,5,BI,0,200
CLM00000828,POL003880,2021,11,PD,0,2813.22
CLM00000829,POL003882,2019,22,BI,0,200
CLM00000830,POL003894,2019,8,PD,0,33385.79
CLM00000831,POL003896,2019,10,BI,0,6775.24
CLM00000832,POL003900,2018,9,PD,0,1973.99
CLM00000833,POL003908,2023,2,BI,0,200
CLM00000834,POL003913,2021,10,BI,0,73764.15
CLM00000835,POL003913,2021,4,PD,0,1390.56
CLM00000836,POL003915,2020,13,PD,0,195040.15
CLM00000837,POL003921,2019,5,PD,0,190723.46
CLM00000838,POL003922,2018,3,PD,0,200
CLM00000839,POL003930,2021,10,PD,0,200
CLM00000840,POL003931,2019,11,PD,0,2985.69
CLM00000841,POL003931,2020,8,BI,1,36627.26
CLM00000842,POL003937,2023,3,BI,1,8776.88
CLM00000843,POL003940,2023,2,PD,0,9113.93
CLM00000844,POL003946,2022,2,BI,0,49533.07
CLM00000845,POL003948,2022,2,BI,0,123084.08
CLM00000846,POL003949,2019,7,BI,1,4628.05
CLM00000847,POL003950,2020,7,BI,0,966.44
CLM00000848,POL003953,2022,3,PD,0,4867.19
CLM00000849,POL003956,2019,6,PD,0,48154.03
CLM00000850,POL003958,2020,8,BI,0,200
CLM00000851,POL003958,2023,5,PD,1,230
CLM00000852,POL003965,2023,9,PD,0,845.11
CLM00000853,POL003965,2023,5,BI,1,499092.74
CLM00000854,POL003982,2018,8,PD,0,200
CLM00000855,POL003985,2018,1,BI,0,200
CLM00000856,POL003986,2020,21,PD,0,200
CLM00000857,POL003987,2020,1,PD,0,13327.06
CLM00000858,POL003991,2023,7,BI,0,4511.18
CLM00000859,POL003997,2023,4,PD,0,17682.46
