policy_id,insured_name,naics_code,naics_description,state,territory,employees,payroll,revenue,years_in_business,prior_claims,coverage_limit,deductible,latent_risk_factor,industry_risk_factor
POL001153,Insured KYEOXNQM,452319,Retail,NY,Northeast,21,2502231.59,6126877.94,9,0,1e+06,2500,0.8049,1.05
POL001154,Insured UYRRYLMK,452319,Retail,PA,Northeast,10,413327.55,1839535.05,13,2,2e+06,1000,1.4066,1.05
POL001155,Insured PCFDSHQY,812112,Beauty Salons,NY,Northeast,41,2851540.42,8091909.89,11,0,2e+06,1000,1.6496,1.1
POL001156,Insured IIWCVYBA,812112,Beauty Salons,NC,South,43,2318791.48,8120167.81,8,0,1e+06,5000,0.4352,1.1
POL001157,Insured DKEKFLFE,722511,Restaurants,FL,South,19,1038823.26,2922377.71,9,0,1e+06,1000,0.4798,1.15
POL001158,Insured MMZBZLRJ,621111,Physician Offices,PA,Northeast,30,2443582.2,10204877.55,12,2,1e+06,10000,1.0534,0.95
POL001159,Insured HPSYZXHU,812112,Beauty Salons,TX,South,11,430263.83,1134670.32,9,1,1e+06,1000,0.7058,1.1
POL001160,Insured MEVCHTCL,722511,Restaurants,AZ,West,89,7420842.05,30719169.97,19,1,1e+06,2500,1.0948,1.15
POL001161,Insured SULIAFUW,452319,Retail,PA,Northeast,94,5007778.56,22360915.48,11,2,1e+06,1000,0.882,1.05
POL001162,Insured AGKSNGRH,621111,Physician Offices,TX,South,25,2051819.25,7879061.38,28,2,1e+06,25000,0.8035,0.95
POL001163,Insured DBBCGOQF,621111,Physician Offices,NC,South,13,1182607.51,4004748.8,28,0,2e+06,2500,0.9831,0.95
POL001164,Insured KZWVJISC,722511,Restaurants,NC,South,83,7756132.24,24666020.16,40,6,5e+06,2500,1.402,1.15
POL001165,Insured JUPMWDGX,611110,Schools,CA,West,15,1152862.24,4909285.6,43,2,2e+06,2500,1.5052,0.9
POL001166,Insured FKCTJRQP,812112,Beauty Salons,AZ,West,34,3171610.98,11379755.23,12,0,1e+06,2500,1.1192,1.1
POL001167,Insured YTMIGVJV,452319,Retail,PA,Northeast,28,1487594.17,4587386.32,12,1,1e+06,25000,0.6026,1.05
POL001168,Insured AZCCJVOU,611110,Schools,PA,Northeast,12,1280292.22,4965255.09,16,1,1e+06,1000,0.6513,0.9
POL001169,Insured MWLUQVSN,812112,Beauty Salons,FL,South,56,6400224.96,17863309.85,12,1,2e+06,2500,1.3025,1.1
POL001170,Insured GHZTOOWP,541330,Engineering Services,NY,Northeast,10,934748.5,2547955.3,16,1,2e+06,1000,0.9936,0.85
POL001171,Insured MJVHXCCO,452319,Retail,FL,South,55,2860204.86,10773897.74,7,0,1e+06,1000,1.2922,1.05
POL001172,Insured WDYPUYXG,452319,Retail,IL,Midwest,34,3121447.87,5347134.6,20,1,1e+06,1000,1.1239,1.05
POL001173,Insured LMSXNNQF,452319,Retail,WA,West,12,1351553.67,5317881.89,16,0,1e+06,2500,1.4413,1.05
POL001174,Insured ORIFZHYV,611110,Schools,TX,South,13,1555034.9,4013822.47,9,0,1e+06,2500,1.3059,0.9
POL001175,Insured JJQRSOCV,621111,Physician Offices,GA,South,55,5748993.06,10064785.51,26,0,2e+06,10000,1.9704,0.95
POL001176,Insured UBIOPSCE,452319,Retail,WA,West,38,3965698.55,11202095.77,16,1,1e+06,1000,1.0475,1.05
POL001177,Insured UGYVUWNV,722511,Restaurants,WA,West,17,1683698.79,5723626.35,16,1,1e+06,2500,0.804,1.15
POL001178,Insured UHFACDXB,722511,Restaurants,AZ,West,23,2396967.45,4786294.37,16,0,2e+06,2500,1.2229,1.15
POL001179,Insured GLQKWVUG,452319,Retail,CA,West,15,1844773.2,7189523.05,16,0,5e+06,10000,0.9333,1.05
POL001180,Insured VQYNWWQV,722511,Restaurants,GA,South,42,4713061.47,8215921.9,35,0,1e+06,1000,0.9694,1.15
POL001181,Insured ZEFVPTOB,621111,Physician Offices,GA,South,21,2336697,5489213.85,13,0,2e+06,2500,0.747,0.95
POL001182,Insured YOZAZRLV,621111,Physician Offices,GA,South,18,1817117.88,3518268.5,5,0,1e+06,2500,0.7215,0.95
POL001183,Insured XLCQSFZV,452319,Retail,AZ,West,13,1016144.87,3179703.87,7,2,1e+06,5000,0.5179,1.05
POL001184,Insured EGERQUAR,236220,Construction,NC,South,80,5727405.07,15853527.02,4,2,2e+06,5000,0.9919,1.35
POL001185,Insured YPBSSXTJ,722511,Restaurants,CA,West,46,1824827.31,6805974.25,29,0,2e+06,1000,0.6955,1.15
POL001186,Insured EECVBABC,812112,Beauty Salons,PA,Northeast,57,5860532.62,9431356.83,11,3,2e+06,2500,0.9941,1.1
POL001187,Insured RYRJBQTL,541330,Engineering Services,TX,South,103,4395249.61,10201354.62,47,1,1e+06,2500,1.3112,0.85
POL001188,Insured FYGMONID,236220,Construction,WA,West,10,596774.74,2035928.01,13,0,1e+06,5000,0.8981,1.35
POL001189,Insured ADDUUSVL,236220,Construction,CA,West,152,17564626.23,62040103.68,29,3,2e+06,5000,1.2851,1.35
POL001190,Insured ZCXBONES,611110,Schools,CA,West,6,724999.85,2115796.52,5,1,1e+06,2500,0.3545,0.9
POL001191,Insured DIJFILDG,722511,Restaurants,NC,South,75,8785993.07,15307352.8,12,1,1e+06,5000,1.4379,1.15
POL001192,Insured HPPRHOAI,541330,Engineering Services,WA,West,30,2695881.33,11456351.57,4,2,2e+06,2500,1.1571,0.85
POL001193,Insured XFNSAMJM,452319,Retail,GA,South,7,833998.31,1561679.21,3,1,5e+06,1000,1.0998,1.05
POL001194,Insured MTEEKBYW,236220,Construction,AZ,West,41,2709180.98,4879441.86,13,0,2e+06,1000,0.9159,1.35
POL001195,Insured SZENAXLT,452319,Retail,PA,Northeast,79,6851883.2,25221151.61,31,1,1e+06,2500,0.9329,1.05
POL001196,Insured BHTGIYAE,541330,Engineering Services,NY,Northeast,34,3587521.89,10384028.23,59,4,1e+06,1000,0.8499,0.85
POL001197,Insured NKILYMQG,541330,Engineering Services,IL,Midwest,12,1219192.18,3539910.58,13,1,5e+06,10000,0.6917,0.85
POL001198,Insured QYTCSPXE,236220,Construction,NY,Northeast,25,1629650.86,5529798.75,18,1,1e+06,5000,1.1069,1.35
POL001199,Insured JAQQFJXD,541330,Engineering Services,TX,South,22,1047447.48,2743051.68,6,0,2e+06,1000,1.1212,0.85
POL001200,Insured YWMTUHAJ,236220,Construction,AZ,West,15,1805014.97,6866129.97,7,0,5e+06,1000,1.345,1.35
POL001201,Insured EUXQZZAJ,236220,Construction,IL,Midwest,130,8262198.37,36455848.57,11,0,2e+06,5000,0.5469,1.35
POL001202,Insured LPOKAJCY,621111,Physician Offices,TX,South,22,1995863.81,8057507.31,7,0,1e+06,1000,1.2749,0.95
POL001203,Insured NTOLBKDV,621111,Physician Offices,CA,West,11,714904.08,1480143.5,29,1,2e+06,1000,0.8117,0.95
POL001204,Insured ASMRVGYU,236220,Construction,WA,West,40,2467703.49,9524661.56,6,2,1e+06,2500,0.9778,1.35
POL001205,Insured NFBUZIRN,611110,Schools,NC,South,16,1806483.59,4332851.62,23,1,2e+06,5000,1.082,0.9
POL001206,Insured ITVPWLVT,236220,Construction,GA,South,29,2650631.64,5111171.48,12,3,1e+06,5000,1.2997,1.35
POL001207,Insured SOYIHIYD,611110,Schools,IL,Midwest,22,1761666.57,7175815.18,13,2,1e+06,1000,1.3737,0.9
POL001208,Insured WTNVFSMB,541330,Engineering Services,FL,South,37,3747910.64,14193063.94,4,5,2e+06,5000,0.8216,0.85
POL001209,Insured CYAYREAA,812112,Beauty Salons,GA,South,24,2998043.94,11323307.02,13,1,1e+06,1000,1.0727,1.1
POL001210,Insured VHRQFIIT,722511,Restaurants,WA,West,25,1998776.07,4284244.97,24,0,1e+06,5000,0.5783,1.15
POL001211,Insured NANPLJIH,621111,Physician Offices,PA,Northeast,19,864549.54,1698850.52,17,1,1e+06,1000,0.9768,0.95
POL001212,Insured QNFDVAUE,236220,Construction,FL,South,32,1775850.23,7248501.63,14,0,1e+06,2500,1.6358,1.35
POL001213,Insured SDDILCBU,236220,Construction,AZ,West,87,6121460.73,19093299.31,11,1,5e+06,2500,1.2096,1.35
POL001214,Insured TIOUQRUD,611110,Schools,NY,Northeast,47,3211140.71,12474126.14,5,2,1e+06,5000,0.9758,0.9
POL001215,Insured JPQJVUDI,541330,Engineering Services,TX,South,46,4526129.66,13055203.76,17,0,5e+06,2500,1.3244,0.85
POL001216,Insured BWYOWDHO,236220,Construction,CA,West,72,3069461,9880013.67,30,3,1e+06,5000,0.7813,1.35
POL001217,Insured HNBGQJXH,621111,Physician Offices,FL,South,17,879144.06,3571074.29,10,0,5e+06,25000,1.012,0.95
POL001218,Insured GSEZZNMK,722511,Restaurants,AZ,West,17,1383440.68,3447503.21,21,1,2e+06,25000,0.7429,1.15
POL001219,Insured NOYEIOWE,452319,Retail,WA,West,13,561627.31,991061.95,13,2,5e+06,10000,1.0329,1.05
POL001220,Insured JBVCESFL,621111,Physician Offices,AZ,West,88,3504540.52,6968316.56,5,0,1e+06,1000,0.5112,0.95
POL001221,Insured CHLCZFIW,611110,Schools,NY,Northeast,6,473699.1,1396179.81,6,2,1e+06,10000,0.8005,0.9
POL001222,Insured OBRAILHN,812112,Beauty Salons,PA,Northeast,75,8677420.78,28609489.89,17,2,2e+06,2500,1.757,1.1
POL001223,Insured RNOQSLRW,722511,Restaurants,WA,West,175,17098734.1,76278118.39,9,1,2e+06,25000,0.9778,1.15
POL001224,Insured XBJYOVJA,541330,Engineering Services,CA,West,69,2946668.51,13166960.3,20,1,1e+06,5000,0.7591,0.85
POL001225,Insured MKDEDUNA,236220,Construction,NC,South,3,330068.18,590038.68,17,0,1e+06,25000,1.1633,1.35
POL001226,Insured YMEKLWDU,812112,Beauty Salons,NC,South,40,2222509.19,8452364.57,5,1,5e+06,10000,0.5381,1.1
POL001227,Insured YPNDUDOD,621111,Physician Offices,IL,Midwest,8,359850.82,1201126.7,10,2,1e+06,2500,1.0573,0.95
POL001228,Insured ZKXXWHLV,812112,Beauty Salons,PA,Northeast,38,2160976.46,6729316.7,6,1,1e+06,1000,0.7019,1.1
POL001229,Insured MAIHPQKV,541330,Engineering Services,NY,Northeast,67,6846205.61,20442495.85,17,0,2e+06,5000,0.888,0.85
POL001230,Insured WPGPACKF,541330,Engineering Services,IL,Midwest,67,3746024,6134439.6,9,1,1e+06,10000,1.2197,0.85
POL001231,Insured WNLKLVPB,236220,Construction,AZ,West,12,1436340.95,4135815.59,14,1,1e+06,5000,1.235,1.35
POL001232,Insured UDFDXYIZ,236220,Construction,TX,South,53,6616027.13,19765160.98,5,1,5e+06,10000,0.794,1.35
POL001233,Insured HGFYMDKV,236220,Construction,IL,Midwest,3,343024.75,1124363.19,10,3,5e+06,5000,1.582,1.35
POL001234,Insured JSPAOFJW,452319,Retail,FL,South,43,3199897.43,6580003.68,17,0,2e+06,10000,1.1277,1.05
POL001235,Insured JYNGTRNJ,541330,Engineering Services,FL,South,11,1221884.77,4788871.42,24,0,2e+06,2500,1.4279,0.85
POL001236,Insured IYOANIRX,611110,Schools,IL,Midwest,26,2880442.44,8099723.2,7,2,2e+06,2500,1.3708,0.9
POL001237,Insured CZLUMJAX,722511,Restaurants,WA,West,21,1345900.85,3491266.59,12,3,1e+06,10000,0.8463,1.15
POL001238,Insured GGVADEYU,621111,Physician Offices,TX,South,17,1420681.93,4254228.1,13,0,2e+06,5000,1.3048,0.95
POL001239,Insured KCREVQGO,236220,Construction,CA,West,31,2396521.42,10460696.01,6,0,1e+06,2500,1.2693,1.35
POL001240,Insured PHUAZTDA,611110,Schools,CA,West,70,3265254.42,12162347.96,15,0,1e+06,10000,1.2573,0.9
POL001241,Insured DDTZJCXT,621111,Physician Offices,NC,South,9,886105.54,3413616.04,12,0,2e+06,10000,0.9849,0.95
POL001242,Insured SXSHTBGF,621111,Physician Offices,FL,South,11,1121395.55,1731921.75,14,1,2e+06,25000,0.9916,0.95
POL001243,Insured EAHMGDQJ,722511,Restaurants,NY,Northeast,13,1523238.86,3793788.74,13,0,1e+06,2500,1.1376,1.15
POL001244,Insured MFDXYYQQ,621111,Physician Offices,TX,South,31,1885006.09,7949529.44,10,0,1e+06,5000,0.7871,0.95
POL001245,Insured PZNIRIHJ,611110,Schools,TX,South,8,908336.48,3693938.45,28,1,5e+06,2500,1.5233,0.9
POL001246,Insured DDSYRWEL,236220,Construction,WA,West,19,991798.71,3164983.79,34,2,1e+06,5000,0.738,1.35
POL001247,Insured PKSUUYIQ,812112,Beauty Salons,CA,West,28,1874261.64,6957246.9,12,2,5e+06,2500,1.1312,1.1
POL001248,Insured GJZLATTT,452319,Retail,WA,West,39,1708762.55,5130010.72,30,2,1e+06,10000,1.4538,1.05
POL001249,Insured FDILVNPU,611110,Schools,CA,West,31,1323244,4716230.4,9,2,2e+06,1000,1.1687,0.9
POL001250,Insured AJNTSNVC,812112,Beauty Salons,IL,Midwest,84,7695733.57,25760435.12,21,0,1e+06,5000,1.2601,1.1
POL001251,Insured XEJIBXGC,452319,Retail,FL,South,15,1124216.31,4513865.41,20,1,5e+06,5000,0.9406,1.05
POL001252,Insured VZVTHQUL,722511,Restaurants,IL,Midwest,9,675121.96,1012804.56,8,0,1e+06,2500,1.167,1.15
POL001253,Insured WTPZXIKP,541330,Engineering Services,CA,West,10,1037383.73,1914317.95,20,0,1e+06,2500,1.1464,0.85
POL001254,Insured CAWZUWFQ,722511,Restaurants,WA,West,11,589703.8,1623750.59,33,1,1e+06,10000,0.9752,1.15
POL001255,Insured MZNIQIPV,722511,Restaurants,NY,Northeast,24,2071988.94,8250349.32,25,2,5e+06,25000,0.9128,1.15
POL001256,Insured BROJJHFF,611110,Schools,FL,South,42,3129032.57,7703973.19,2,1,1e+06,1000,1.4397,0.9
POL001257,Insured ZAQLBJGO,236220,Construction,IL,Midwest,26,2965085.88,6915215.86,9,1,1e+06,2500,0.8039,1.35
POL001258,Insured AHWVZCCB,236220,Construction,AZ,West,9,1073464.2,2679607.66,8,2,2e+06,5000,0.6316,1.35
POL001259,Insured HKKJJKUQ,452319,Retail,NY,Northeast,119,11422823.77,39342412.03,32,0,1e+06,5000,1.3007,1.05
POL001260,Insured GNIWFTJW,452319,Retail,WA,West,29,3037678.65,11908447.37,8,2,1e+06,25000,1.0412,1.05
POL001261,Insured YILBZWKH,621111,Physician Offices,TX,South,15,1616623.82,3017977.58,5,1,1e+06,5000,1.2301,0.95
POL001262,Insured FPBFIZRH,236220,Construction,CA,West,37,4256990.23,13422213.98,28,0,2e+06,5000,1.0771,1.35
POL001263,Insured AIEDSCTF,452319,Retail,NY,Northeast,13,584783.1,1368244.66,17,2,1e+06,10000,0.6948,1.05
POL001264,Insured GIYQCYXW,452319,Retail,PA,Northeast,21,2447896.96,4001955.95,8,2,1e+06,2500,1.0337,1.05
POL001265,Insured GMOKXVUL,722511,Restaurants,WA,West,24,2272753.88,4481528.88,4,1,2e+06,2500,0.8095,1.15
POL001266,Insured ENROFZKK,611110,Schools,CA,West,32,1344572.01,2693566.55,12,1,2e+06,2500,1.1291,0.9
POL001267,Insured YXRMJRJC,236220,Construction,AZ,West,29,1642139,6601707.26,9,1,2e+06,5000,1.6785,1.35
POL001268,Insured KESOSPLO,541330,Engineering Services,GA,South,17,1247089.47,5110894.93,29,0,5e+06,1000,0.8225,0.85
POL001269,Insured DEKLWRFC,722511,Restaurants,AZ,West,167,8083819.52,34101079.28,11,0,2e+06,1000,0.8608,1.15
POL001270,Insured CQRNOSKH,621111,Physician Offices,GA,South,25,1351054.64,3618465.97,10,1,1e+06,10000,1.2611,0.95
POL001271,Insured CGIOGAPN,621111,Physician Offices,WA,West,6,745701.29,1649307.92,19,3,1e+06,2500,0.8672,0.95
POL001272,Insured LEIAEFHG,722511,Restaurants,AZ,West,99,11092511.09,26342298.12,10,0,1e+06,1000,0.9222,1.15
POL001273,Insured FIIEMVBB,611110,Schools,PA,Northeast,63,7060620.64,17749894.95,18,1,2e+06,2500,1.2067,0.9
POL001274,Insured RNXNJBLS,812112,Beauty Salons,CA,West,36,1872403.15,5313313.12,11,1,1e+06,25000,0.9743,1.1
POL001275,Insured ROCMVJZV,812112,Beauty Salons,CA,West,42,1642471.77,2860346.32,5,2,2e+06,2500,1.3282,1.1
POL001276,Insured QQNRGPDE,541330,Engineering Services,NY,Northeast,16,1534772.49,3570148.17,5,0,2e+06,10000,0.8987,0.85
POL001277,Insured SUGIMPNL,621111,Physician Offices,NC,South,22,2403381.34,3788613.31,12,0,1e+06,10000,1.1657,0.95
POL001278,Insured GJUKSNGP,722511,Restaurants,CA,West,20,1334919.85,3383275.48,12,0,1e+06,5000,0.9721,1.15
POL001279,Insured ZFATCZSG,236220,Construction,WA,West,11,905451.08,2819566.31,18,1,5e+06,5000,0.9423,1.35
POL001280,Insured RIXJNYOD,621111,Physician Offices,PA,Northeast,28,3055204.31,11620900.51,24,0,5e+06,5000,0.9093,0.95
POL001281,Insured ETKNFHAF,452319,Retail,GA,South,18,2014882.63,7443877.52,18,1,2e+06,1000,1.4481,1.05
POL001282,Insured GZYCXYHD,722511,Restaurants,GA,South,13,835696.98,2798219.14,12,0,1e+06,5000,1.3159,1.15
POL001283,Insured AZDFNALP,452319,Retail,TX,South,11,1046968.77,3465046.36,8,2,2e+06,5000,1.2842,1.05
POL001284,Insured IPXEJONW,621111,Physician Offices,WA,West,59,3598090.11,10221179.93,16,2,1e+06,1000,1.2451,0.95
POL001285,Insured AZEYYFCU,722511,Restaurants,AZ,West,17,1018583.27,3478242.3,21,2,1e+06,2500,1.1189,1.15
POL001286,Insured YAEGMPMZ,541330,Engineering Services,AZ,West,40,4522159.68,12654844.04,6,0,5e+06,1000,1.4687,0.85
POL001287,Insured NFUWESTQ,452319,Retail,IL,Midwest,17,742570.71,1382833.09,6,2,2e+06,5000,0.8813,1.05
POL001288,Insured GSUIQJEH,611110,Schools,WA,West,30,2496478.79,5135793.24,6,3,2e+06,1000,1.0322,0.9
POL001289,Insured YEEIXYLM,611110,Schools,FL,South,50,5336265.02,23517127.16,7,0,2e+06,1000,0.6201,0.9
POL001290,Insured SVRWIVIJ,541330,Engineering Services,NY,Northeast,127,7525959.63,18339894.34,4,0,5e+06,5000,1.0824,0.85
POL001291,Insured ZWZOIEVJ,541330,Engineering Services,NY,Northeast,17,702899.81,1475694.25,18,1,2e+06,1000,0.6998,0.85
POL001292,Insured SSESTIUP,722511,Restaurants,NY,Northeast,15,1612564.78,6755486.04,15,0,1e+06,2500,0.6013,1.15
POL001293,Insured YIAFZAMH,621111,Physician Offices,PA,Northeast,6,538682,1495299.08,19,0,2e+06,2500,1.3037,0.95
POL001294,Insured OHKAGSER,812112,Beauty Salons,TX,South,18,1180413.37,3725238.64,4,1,5e+06,2500,0.7199,1.1
POL001295,Insured USMLROTC,611110,Schools,NC,South,10,913817.82,1844237.61,12,0,1e+06,5000,1.7907,0.9
POL001296,Insured WDXFXYHP,611110,Schools,NC,South,10,1002185.7,1765572.5,12,1,2e+06,1000,1.4098,0.9
POL001297,Insured QQJITKVR,621111,Physician Offices,CA,West,41,4669590.67,13580303.91,14,0,2e+06,1000,0.7907,0.95
POL001298,Insured CQVQPRWR,611110,Schools,FL,South,105,7471859.15,30080827.06,12,0,1e+06,2500,0.8293,0.9
POL001299,Insured VMIXODZK,541330,Engineering Services,FL,South,26,2446376.77,4249815.05,25,1,2e+06,5000,1.0182,0.85
POL001300,Insured PCSRSZSB,611110,Schools,FL,South,63,6317816.6,26290936.71,11,2,2e+06,2500,0.8256,0.9
POL001301,Insured FYEUKEPT,611110,Schools,FL,South,20,1910960.35,7504833.34,25,2,1e+06,5000,1.7484,0.9
POL001302,Insured UPDAEIIZ,621111,Physician Offices,NC,South,39,3198834.67,10399842.87,6,1,2e+06,5000,0.8306,0.95
POL001303,Insured SWBKWBJB,452319,Retail,AZ,West,22,1949922.66,4218369.82,20,1,2e+06,1000,1.2193,1.05
POL001304,Insured AXTXCNMS,452319,Retail,FL,South,16,1797385.88,5332907.05,14,0,2e+06,1000,1.0731,1.05
POL001305,Insured XFEWQVQR,812112,Beauty Salons,FL,South,132,10735545.3,46732071.57,15,0,2e+06,5000,0.681,1.1
POL001306,Insured BYCCAMDB,722511,Restaurants,AZ,West,4,288809.18,729531.08,5,3,5e+06,10000,0.978,1.15
POL001307,Insured RDMLQZCS,541330,Engineering Services,NY,Northeast,18,1792436.39,7448423.3,17,0,2e+06,5000,1.1273,0.85
POL001308,Insured YHMFDYOT,722511,Restaurants,NY,Northeast,22,2042768.37,6508962.39,5,3,2e+06,2500,0.627,1.15
POL001309,Insured OFZJFZMI,541330,Engineering Services,FL,South,30,1640175.38,6489856.39,16,0,2e+06,1000,0.738,0.85
POL001310,Insured UABUMOYI,611110,Schools,NC,South,16,878591.78,2141421.66,13,1,2e+06,2500,0.9203,0.9
POL001311,Insured CCWSJQXH,611110,Schools,IL,Midwest,14,1627157.74,7034426.4,20,1,2e+06,1000,0.8515,0.9
POL001312,Insured QTSCDMUT,722511,Restaurants,GA,South,4,469050.88,1671640.82,42,0,5e+06,10000,1.0068,1.15
POL001313,Insured BENAJYDT,812112,Beauty Salons,AZ,West,48,4955259.95,15520388.91,29,2,1e+06,1000,0.7715,1.1
POL001314,Insured GZEWUJVV,541330,Engineering Services,WA,West,15,786479.07,2927717.78,9,0,2e+06,1000,1.0181,0.85
POL001315,Insured SVBYDSHJ,236220,Construction,WA,West,14,1293029.81,2024254.93,9,2,1e+06,1000,1.3982,1.35
POL001316,Insured NPRJISDL,611110,Schools,FL,South,9,1071567.1,3124708.42,12,0,2e+06,2500,0.9405,0.9
POL001317,Insured RCFFPYJP,452319,Retail,NC,South,28,3084947.14,4775636.47,9,3,2e+06,1000,1.2047,1.05
POL001318,Insured EJRZPNPS,541330,Engineering Services,PA,Northeast,14,726033.5,2142486.51,16,0,1e+06,5000,1.0033,0.85
POL001319,Insured ENEUHBVY,722511,Restaurants,FL,South,33,1649606.1,3192281.39,6,1,1e+06,10000,0.7618,1.15
POL001320,Insured ULRMDMLY,812112,Beauty Salons,NY,Northeast,25,1824345.16,3155855.63,9,2,2e+06,5000,0.9571,1.1
POL001321,Insured MVGSJPBH,611110,Schools,TX,South,11,752837.04,1228275.95,16,1,1e+06,1000,1.9455,0.9
POL001322,Insured XQFOYZVG,812112,Beauty Salons,GA,South,72,3792159.74,14812637.32,11,1,2e+06,5000,0.8521,1.1
POL001323,Insured OQYHQDYS,611110,Schools,IL,Midwest,24,2920827.7,6657530.8,6,1,1e+06,5000,1.3288,0.9
POL001324,Insured TECROGOE,812112,Beauty Salons,WA,West,15,1734409.73,3534208.96,8,0,5e+06,1000,1.4434,1.1
POL001325,Insured GEJXDYIG,812112,Beauty Salons,WA,West,24,1831184.9,7709057.93,25,0,1e+06,1000,0.7871,1.1
POL001326,Insured AMELYFKX,541330,Engineering Services,FL,South,13,1194963.38,4233460.06,19,1,2e+06,5000,1.3091,0.85
POL001327,Insured DBAWXUZE,452319,Retail,NY,Northeast,22,2022505.45,7631583.99,8,3,1e+06,1000,1.6075,1.05
POL001328,Insured IACHYODH,541330,Engineering Services,AZ,West,38,1538815.54,4084674.31,34,0,1e+06,1000,0.7237,0.85
POL001329,Insured XXZINVPV,541330,Engineering Services,WA,West,5,376208.06,988109,10,1,1e+06,2500,0.7909,0.85
POL001330,Insured YCFNXIAV,722511,Restaurants,PA,Northeast,23,2582033.46,6790213.52,11,0,2e+06,5000,0.7734,1.15
POL001331,Insured CGFEMSQM,611110,Schools,PA,Northeast,18,987242.92,2487710.14,4,1,1e+06,10000,0.8698,0.9
POL001332,Insured TYKSGSQU,541330,Engineering Services,PA,Northeast,4,174743.5,702552.96,12,1,5e+06,2500,1.3672,0.85
POL001333,Insured TXHGSZCC,722511,Restaurants,CA,West,13,1299827.06,4895554.51,25,0,5e+06,1000,1.499,1.15
POL001334,Insured KVCKVAIZ,541330,Engineering Services,NC,South,6,284041,990043.55,10,2,1e+06,2500,0.77,0.85
POL001335,Insured DSBDQWJV,722511,Restaurants,PA,Northeast,10,1191526.69,5153086.58,48,1,1e+06,5000,0.985,1.15
POL001336,Insured YYRTNNGO,611110,Schools,NC,South,125,15401370.39,41825809.04,15,0,1e+06,5000,1.5322,0.9
POL001337,Insured IEEABZRM,722511,Restaurants,NC,South,52,5060713.76,7749435.63,12,2,2e+06,5000,0.6521,1.15
POL001338,Insured INSPSEEL,722511,Restaurants,PA,Northeast,15,1166950.01,4552576.74,8,0,2e+06,2500,1.0872,1.15
POL001339,Insured WTPPZQJK,611110,Schools,NY,Northeast,21,1739735.91,2935647.07,13,1,5e+06,2500,1.4073,0.9
POL001340,Insured CNHYOBQK,812112,Beauty Salons,FL,South,21,1370131.79,2732101.54,20,1,1e+06,5000,1.1192,1.1
POL001341,Insured VKVUCPYR,611110,Schools,TX,South,189,13795253.95,44174963.63,28,0,2e+06,1000,1.2949,0.9
POL001342,Insured AMFPLKBZ,452319,Retail,PA,Northeast,30,3074008.02,9097244.02,8,3,1e+06,1000,0.7277,1.05
POL001343,Insured AILYYJGV,452319,Retail,FL,South,52,5443628.81,21839394.37,16,1,1e+06,1000,0.5747,1.05
POL001344,Insured IDVJYDQK,611110,Schools,GA,South,24,916325.44,1988121.95,5,1,1e+06,2500,0.8821,0.9
POL001345,Insured DUTHCSUR,812112,Beauty Salons,WA,West,6,578171.21,2598840.62,22,3,2e+06,5000,0.7909,1.1
POL001346,Insured TPWSJILS,812112,Beauty Salons,TX,South,64,6561808.51,26915556.21,15,1,1e+06,5000,1.011,1.1
POL001347,Insured YXZTGAQC,541330,Engineering Services,NC,South,35,3730813.09,7041032.94,8,0,5e+06,1000,0.6994,0.85
POL001348,Insured DTNTAAGV,812112,Beauty Salons,IL,Midwest,25,1584226.38,2557763.17,29,1,2e+06,2500,1.0348,1.1
POL001349,Insured XXOVQGHZ,452319,Retail,IL,Midwest,25,1620024.45,3259161.41,16,1,1e+06,5000,0.6554,1.05
POL001350,Insured BPKETHJW,611110,Schools,WA,West,29,2448578.19,4870692.57,12,0,5e+06,5000,1.3193,0.9
POL001351,Insured OZKXGHFY,236220,Construction,AZ,West,18,1645674.4,2532279.81,11,2,5e+06,5000,0.8929,1.35
POL001352,Insured BKZWNEKQ,452319,Retail,CA,West,8,809590.3,3065764.02,12,2,1e+06,1000,1.4347,1.05
POL001353,Insured IYVUZZQU,621111,Physician Offices,CA,West,54,4933255.8,14481885.78,15,2,1e+06,5000,1.1905,0.95
POL001354,Insured DFRNXNVG,722511,Restaurants,GA,South,88,8847450.7,30971457.57,18,0,2e+06,2500,1.3939,1.15
POL001355,Insured XVMZNBVT,541330,Engineering Services,NC,South,16,1449546.93,3102434.07,13,0,5e+06,2500,0.6459,0.85
POL001356,Insured NJZKDXJK,611110,Schools,NY,Northeast,23,1031271.8,4461376.53,25,2,5e+06,25000,0.8231,0.9
POL001357,Insured EMUNVUPA,611110,Schools,AZ,West,29,2547930.21,10192469.78,16,0,2e+06,5000,1.3677,0.9
POL001358,Insured OWPJFPQU,812112,Beauty Salons,IL,Midwest,20,2350349.03,8649871.87,11,1,5e+06,5000,1.2477,1.1
POL001359,Insured LREURNRW,452319,Retail,PA,Northeast,14,1660973.11,6016507.52,32,1,2e+06,10000,1.2099,1.05
POL001360,Insured QDTCAKGF,452319,Retail,IL,Midwest,583,45099260.98,148314301.47,7,1,2e+06,2500,1.0117,1.05
POL001361,Insured HARVFNUP,621111,Physician Offices,WA,West,66,2925746.65,6635608.89,12,0,2e+06,2500,1.124,0.95
POL001362,Insured EUGDNNXB,611110,Schools,PA,Northeast,57,6423265.71,18637178.04,14,1,1e+06,2500,1.0424,0.9
