policy_id,year,exposure,payroll
POL000873,2023,0.864,10046506.25
POL000874,2018,0.701,2392806.14
POL000874,2019,0.745,2328538.37
POL000875,2019,0.85,2675141.95
POL000876,2019,0.665,1081929.2
POL000876,2020,0.64,967029.9
POL000877,2018,0.909,595145.53
POL000877,2019,0.794,555117.3
POL000877,2020,0.733,618190.47
POL000878,2021,0.701,6950827.19
POL000878,2022,0.67,6536164.5
POL000879,2021,0.847,2418913.28
POL000880,2023,0.985,117152.75
POL000880,2024,0.85,107383.73
POL000881,2018,0.779,528883.4
POL000881,2019,0.86,551951.88
POL000881,2020,0.61,525951.11
POL000881,2021,0.996,526686.64
POL000882,2019,0.786,532535.58
POL000882,2020,0.857,497492.32
POL000882,2021,0.893,548881.03
POL000883,2023,0.813,4047413.64
POL000883,2024,0.811,4111267.07
POL000884,2018,0.71,5236823.66
POL000884,2019,0.769,4834599.91
POL000885,2022,0.66,11162736.59
POL000886,2018,0.819,1639302.73
POL000886,2019,0.873,1742475.39
POL000886,2020,0.949,1659617.5
POL000887,2021,0.951,2891572.71
POL000887,2022,0.851,3071936.48
POL000887,2023,0.902,3092734.46
POL000887,2024,0.804,3060381.2
POL000888,2018,0.852,4767044.91
POL000888,2019,0.994,5066115.83
POL000888,2020,0.852,4887089.19
POL000888,2021,0.96,5215568.81
POL000889,2020,0.81,239271.99
POL000890,2020,0.914,820735.82
POL000891,2020,0.656,6657382.42
POL000891,2021,0.745,6747595.52
POL000892,2022,0.866,3504417.05
POL000893,2024,0.631,828441.79
POL000894,2018,0.63,3240375.04
POL000895,2022,0.999,5851683.43
POL000895,2023,0.906,5617202.54
POL000896,2022,0.862,1710295.46
POL000896,2023,0.88,1936629.53
POL000896,2024,0.746,1937755.57
POL000897,2020,0.736,2192694.11
POL000897,2021,0.681,2344035.08
POL000897,2022,0.916,2338791.11
POL000897,2023,0.665,2370869.13
POL000898,2021,0.641,1021834.28
POL000898,2022,0.77,955041.94
POL000899,2021,0.831,1983870.53
POL000899,2022,0.881,2014804.8
POL000899,2023,0.751,1978975.61
POL000900,2019,0.96,4051315.3
POL000900,2020,0.835,4299820.01
POL000901,2018,0.735,3560867.78
POL000901,2019,0.653,3438295.4
POL000901,2020,0.787,3234824.59
POL000902,2020,0.999,4256562.3
POL000903,2020,0.881,6575857.17
POL000903,2021,0.94,6118130.96
POL000904,2021,0.97,726548.7
POL000904,2022,0.602,710710.25
POL000905,2019,0.638,1611526.85
POL000905,2020,0.97,1726588.26
POL000906,2023,0.69,1572278.98
POL000907,2019,0.646,4232010.03
POL000908,2023,0.784,8034175.2
POL000908,2024,0.648,7996703.21
POL000909,2018,0.974,6323620.33
POL000909,2019,0.816,5977038.18
POL000910,2020,0.915,2176029.66
POL000911,2021,0.787,2761461.53
POL000912,2021,0.702,8508668.83
POL000912,2022,0.611,8912721.59
POL000912,2023,0.993,8508023.64
POL000913,2024,0.935,15289189.93
POL000914,2021,0.95,1120659.13
POL000915,2023,0.657,3127181.12
POL000916,2022,0.843,3686740.93
POL000916,2023,0.699,3590642.82
POL000917,2021,0.868,5047194.59
POL000917,2022,0.726,5177175.07
POL000918,2021,0.659,724628.27
POL000918,2022,0.786,711087.36
POL000918,2023,0.97,640316.05
POL000918,2024,0.849,703852.04
POL000919,2024,0.819,2789119.21
POL000920,2019,0.835,3435997.08
POL000921,2024,0.618,965396.98
POL000922,2022,0.682,1097236.5
POL000922,2023,0.882,1060216.53
POL000922,2024,0.636,1051655.12
POL000923,2020,0.947,377784.31
POL000923,2021,0.953,362053.12
POL000923,2022,0.789,357048.83
POL000924,2020,0.741,1020183.74
POL000924,2021,0.852,1050834.82
POL000924,2022,0.896,951874.89
POL000925,2021,0.677,2914671.02
POL000925,2022,0.675,2772197.8
POL000926,2021,0.867,1123561.34
POL000927,2021,0.836,630806.52
POL000927,2022,0.987,664540.88
POL000928,2022,0.652,477540.28
POL000929,2024,0.987,513279.72
POL000930,2019,0.747,2071195.97
POL000930,2020,0.629,1939805.1
POL000931,2018,0.703,1279084.75
POL000932,2023,0.664,2581858.08
POL000933,2024,0.607,1367704.56
POL000934,2023,0.895,7131883.26
POL000934,2024,0.945,7186829.2
POL000935,2018,0.6,1223075.31
POL000935,2019,1,1139662.28
POL000935,2020,0.715,1113279.01
POL000935,2021,0.999,1248813.63
POL000936,2019,0.776,1206664.4
POL000936,2020,0.621,1285591.14
POL000936,2021,0.817,1270907.15
POL000937,2022,0.965,2545450.65
POL000937,2023,0.68,2555311.84
POL000938,2021,0.823,2101212.25
POL000939,2023,0.877,1119381.77
POL000939,2024,0.857,1186909.22
POL000940,2020,0.614,1142547.17
POL000940,2021,0.711,1074088.38
POL000940,2022,0.948,1093373.87
POL000941,2024,0.75,3256576.25
POL000942,2020,0.697,3629817.77
POL000943,2021,0.731,2036281.5
POL000943,2022,0.884,1987901.38
POL000944,2022,0.72,601579.53
POL000944,2023,0.981,624042.49
POL000945,2019,0.826,2713231.72
POL000945,2020,0.83,2596878.78
POL000946,2021,0.828,485268.7
POL000946,2022,0.882,515638.2
POL000946,2023,0.828,542470.69
POL000947,2019,0.828,1218355.01
POL000948,2023,0.618,3530164.32
POL000948,2024,0.669,3261921.87
POL000949,2024,0.734,3139537.03
POL000950,2022,0.745,619448.39
POL000950,2023,0.653,605876.55
POL000951,2022,0.938,18475091.73
POL000951,2023,0.759,18390881.8
POL000951,2024,0.87,18854846.88
POL000952,2022,0.842,1753483.11
POL000952,2023,0.772,1690343.84
POL000952,2024,0.718,1626258.68
POL000953,2021,0.663,2837748.99
POL000953,2022,0.629,3009588.17
POL000954,2020,0.947,2105845.37
POL000954,2021,0.801,1869696.49
POL000955,2019,0.676,5907167.75
POL000955,2020,0.621,5373294.36
POL000955,2021,0.843,5663171.99
POL000956,2024,0.673,1474073.1
POL000957,2018,0.685,2588707.43
POL000957,2019,0.809,2715679.23
POL000958,2022,0.728,1459900.91
POL000958,2023,0.953,1485556.21
POL000958,2024,0.846,1381475.68
POL000959,2020,0.761,2378965.03
POL000960,2020,0.747,1250677.5
POL000960,2021,0.727,1284378.22
POL000960,2022,0.695,1144817.22
POL000961,2018,0.884,381067.7
POL000961,2019,0.852,381939.16
POL000961,2020,0.891,375685.74
POL000961,2021,0.973,366021.76
POL000962,2023,0.629,1053039.54
POL000962,2024,0.715,1122406.57
POL000963,2018,0.882,3537583.59
POL000964,2022,0.743,1181162.41
POL000964,2023,0.602,1091962.58
POL000964,2024,0.662,1098024.31
POL000965,2018,0.981,3269373.49
POL000965,2019,0.853,3533556.19
POL000966,2018,0.994,3159485.1
POL000966,2019,0.781,3314873.74
POL000967,2022,0.653,1363551.71
POL000967,2023,0.961,1390715.83
POL000968,2023,0.983,7019749.76
POL000968,2024,0.894,6990054.95
POL000969,2018,0.878,5360988.95
POL000969,2019,0.913,5802094.49
POL000970,2019,0.954,8325719.74
POL000970,2020,0.872,9604097.6
POL000970,2021,0.768,9497918.36
POL000970,2022,0.898,9325130.78
POL000971,2019,0.773,516079.95
POL000971,2020,0.731,481575.59
POL000971,2021,0.855,546453.71
POL000972,2024,0.773,1390101.8
POL000973,2018,0.924,2318335.79
POL000973,2019,0.797,2305104.97
POL000974,2023,0.715,827295.5
POL000974,2024,0.934,826128.34
POL000975,2023,0.797,902539.03
POL000975,2024,0.777,1025976.22
POL000976,2020,0.947,3287973.5
POL000976,2021,0.902,3493895.73
POL000976,2022,0.739,3648107.8
POL000977,2019,0.79,1219751.65
POL000978,2018,0.92,1548295.6
POL000979,2023,0.854,1851124.87
POL000980,2022,0.965,934391.66
POL000981,2021,0.676,2738133.84
POL000981,2022,0.956,2575996.31
POL000981,2023,0.951,2686639.52
POL000982,2021,0.996,879206.53
POL000982,2022,0.757,802147.17
POL000983,2019,0.724,3736199.52
POL000984,2018,0.815,2772849.6
POL000984,2019,0.722,2836558.14
POL000984,2020,0.635,2923035.54
POL000985,2018,0.899,4202967.37
POL000986,2019,0.716,2267135.34
POL000987,2024,0.862,655220.45
POL000988,2023,0.602,1863427.07
POL000989,2021,0.744,8226739.31
POL000989,2022,0.633,7607464.9
POL000989,2023,0.915,7719784.92
POL000990,2021,0.877,3724432.08
POL000990,2022,0.696,3873506.21
POL000991,2022,0.66,1097146.03
POL000992,2023,0.608,424020.15
POL000992,2024,0.941,373159.59
POL000993,2020,0.608,334710.62
POL000993,2021,0.739,334253.7
POL000993,2022,0.629,348319.56
POL000994,2023,0.709,5052699.64
POL000994,2024,0.735,5056369.2
POL000995,2022,0.792,2077604.96
POL000996,2024,0.788,1657996.98
POL000997,2019,0.828,872474.46
POL000997,2020,0.895,880433.39
POL000998,2024,0.746,4328540.18
POL000999,2022,0.853,573500.51
POL000999,2023,0.785,551969.7
POL001000,2019,0.636,3590836.18
POL001000,2020,0.606,3774347.28
POL001001,2022,0.984,1108962.04
POL001001,2023,0.636,1204550.7
POL001002,2018,0.644,1425104.95
POL001002,2019,0.944,1533465.72
POL001003,2023,0.625,1834760.35
POL001004,2019,0.608,1063947.68
POL001004,2020,0.749,1182692.31
POL001005,2023,0.764,211150.62
POL001005,2024,0.779,200696.16
POL001006,2024,0.796,2920106.61
POL001007,2024,0.658,526180.21
POL001008,2023,0.68,2946361.55
POL001008,2024,0.9,2976989.63
POL001009,2022,0.981,10921447.33
POL001010,2020,0.729,6460120.59
POL001010,2021,0.86,7408581.76
POL001010,2022,0.659,6746103.58
POL001011,2020,0.635,4789581.27
POL001011,2021,0.763,4933547.13
POL001012,2021,0.66,6631964.14
POL001013,2023,0.926,297452.99
POL001013,2024,0.863,315421.1
POL001014,2021,0.629,4679526.02
POL001015,2023,0.717,1429729.66
POL001015,2024,0.85,1309995.5
POL001016,2021,0.898,997382.56
POL001017,2022,0.967,3184971.08
POL001018,2024,0.993,4480459.4
POL001019,2020,0.798,718593.77
POL001019,2021,0.691,637760.15
POL001020,2020,0.948,1814648.68
POL001021,2019,0.665,971576.87
POL001022,2018,0.664,3259943.83
POL001022,2019,0.916,3369452.48
POL001022,2020,0.679,3195377.96
POL001023,2019,0.722,4013278.02
POL001023,2020,0.668,3745585.69
POL001023,2021,0.783,3660771.57
POL001023,2022,0.972,3689973.5
POL001024,2022,0.848,3914379.68
POL001024,2023,0.839,3822896
POL001025,2019,0.965,5721300.88
POL001026,2019,0.867,2104941.8
POL001027,2020,0.886,8472059.88
POL001027,2021,0.944,8260962.01
POL001028,2022,0.67,625243.15
POL001029,2018,0.762,2365220.32
POL001029,2019,0.738,2376398.25
POL001030,2019,0.604,14819787.91
POL001030,2020,0.864,13090173.18
POL001030,2021,0.692,12884495.41
POL001031,2018,0.666,3413697.74
POL001031,2019,0.709,3389315.47
POL001031,2020,0.806,3236320.87
POL001031,2021,0.948,3456295.08
POL001032,2018,0.733,1132002.97
POL001032,2019,0.958,1080688.28
POL001033,2022,0.627,3375764.41
POL001033,2023,0.863,3409742.06
POL001034,2022,0.85,1478832.37
POL001035,2024,0.78,2000923.62
POL001036,2022,0.924,2668209.51
POL001036,2023,0.819,2536332.34
POL001036,2024,0.614,2559630.57
POL001037,2019,0.966,1046941.83
POL001037,2020,0.851,1034680.08
POL001038,2024,0.952,1545816.68
POL001039,2023,0.605,1825812.36
POL001040,2023,0.785,1146153.51
POL001041,2020,0.838,638882.89
POL001042,2022,0.75,8328913.94
POL001043,2022,0.931,274234.17
POL001044,2022,0.603,1121774.55
POL001044,2023,0.741,1073613
POL001045,2021,0.619,2715912.58
POL001045,2022,0.609,2690015.91
POL001046,2019,0.71,919493.42
POL001046,2020,0.907,1008420.6
POL001046,2021,0.871,978633.48
POL001047,2018,0.967,2836571.45
POL001047,2019,0.62,2862242.92
POL001048,2018,0.716,1160667.47
POL001048,2019,0.724,1204031.01
POL001048,2020,0.996,1160431.21
POL001048,2021,0.648,1157286.75
POL001049,2023,0.781,4459638.04
POL001050,2021,0.62,4132509.76
POL001051,2021,0.853,1473195.58
POL001052,2023,0.893,2434467.84
POL001053,2020,0.629,857955.6
POL001054,2018,0.78,822150.89
POL001054,2019,0.796,828330.72
POL001055,2018,0.643,1154740.93
POL001055,2019,0.693,1173622.04
POL001055,2020,0.979,1205794.74
POL001055,2021,0.602,1264627.58
POL001056,2018,0.82,3039819.59
POL001056,2019,0.604,3321530.14
POL001057,2021,0.896,11862202.75
POL001058,2023,0.999,6968705.47
POL001058,2024,0.893,7089545.67
POL001059,2022,0.963,657280.77
POL001059,2023,0.612,625576.85
POL001059,2024,0.999,635962.1
POL001060,2021,0.722,1992442.85
POL001060,2022,0.694,2252499.18
POL001061,2023,0.863,965146.17
POL001062,2023,0.918,456170.15
POL001063,2024,0.95,2022010.09
POL001064,2021,0.932,8765728.74
POL001065,2022,0.85,1123446.89
POL001065,2023,0.833,1176693.94
POL001065,2024,0.835,1269019.39
POL001066,2018,0.849,6577183.4
POL001066,2019,0.99,6431168.6
POL001067,2019,0.734,10697250.34
POL001068,2023,0.641,4346169.67
POL001068,2024,0.655,4059865.88
POL001069,2021,0.928,4916661.35
POL001069,2022,0.672,4743153.95
POL001069,2023,0.616,5158244.56
POL001070,2021,0.99,1080564.47
POL001070,2022,0.638,1179601.64
POL001071,2022,0.687,543914.67
POL001072,2020,0.625,1369872.26
POL001072,2021,0.673,1337283.83
POL001072,2022,0.628,1416132.37
POL001073,2022,0.747,973422.78
POL001074,2024,0.982,645528.64
POL001075,2018,0.82,9486398.75
POL001075,2019,0.918,9609644.23
POL001075,2020,0.874,9598095.4
POL001075,2021,0.694,9732227.11
POL001076,2024,0.695,1771629.48
POL001077,2020,0.653,2549832.1
POL001078,2020,0.991,335327.11
POL001078,2021,0.812,348277.2
POL001079,2022,0.648,4996739.05
POL001080,2018,0.938,1456647.87
POL001081,2023,0.777,1708883.02
POL001081,2024,0.981,1594566.75
POL001082,2024,0.796,5924752.5
POL001083,2022,0.635,1097333.74
POL001083,2023,0.724,1053999.49
POL001083,2024,0.644,1016106.65
POL001084,2019,0.816,794973.02
POL001084,2020,0.697,794525.84
POL001084,2021,0.759,844353.68
POL001085,2024,0.652,2830689.34
POL001086,2024,0.631,3739055.93
POL001087,2023,0.692,4347385.94
POL001088,2018,0.767,551649.15
POL001088,2019,0.725,527067.39
POL001088,2020,0.809,565209.46
POL001089,2021,0.675,4353854.02
POL001089,2022,0.667,4546349.84
POL001089,2023,0.66,4364485.13
POL001090,2019,0.602,3729121.87
POL001091,2019,0.987,2192077.18
POL001091,2020,0.913,2059423.16
POL001091,2021,0.775,2201746.79
POL001092,2019,0.607,678174.82
POL001093,2020,0.805,14716076.67
POL001093,2021,0.825,15656890.58
POL001094,2024,0.756,11895171.75
POL001095,2019,0.71,1905036.87
POL001095,2020,0.854,1771182.27
POL001095,2021,0.648,1934783.91
POL001096,2019,0.962,682071.89
POL001096,2020,0.824,618323.72
POL001096,2021,0.885,679430.28
POL001096,2022,0.717,666969.95
POL001097,2020,0.638,4871620.64
POL001098,2023,0.745,2189492.93
POL001098,2024,0.998,2485963.98
POL001099,2024,0.713,2828177.63
POL001100,2023,0.907,1332301.72
POL001101,2023,0.982,717346.84
POL001101,2024,0.986,636941.23
POL001102,2019,0.694,1231949.84
POL001102,2020,0.741,1315071.16
POL001103,2018,0.644,3558805.46
POL001103,2019,0.993,3875020.13
POL001104,2023,0.872,4558464.52
POL001104,2024,0.945,4712732.38
POL001105,2020,0.713,1400858.22
POL001106,2022,0.977,1899714.08
POL001106,2023,0.898,1900450.18
POL001107,2022,0.952,1936371.52
POL001107,2023,0.67,2065752.47
POL001108,2020,0.806,1909159.7
POL001108,2021,0.946,1789664.96
POL001109,2023,0.958,1397017.16
POL001109,2024,0.899,1333984.82
POL001110,2019,0.647,2828627.32
POL001110,2020,0.638,2958722.31
POL001111,2024,0.932,5765955.29
POL001112,2019,0.842,804202.36
POL001112,2020,0.84,762307.82
POL001112,2021,0.669,704957.22
POL001113,2021,0.783,715690.97
POL001113,2022,0.739,721666.97
POL001114,2018,0.998,840866.32
POL001114,2019,0.66,952662.49
POL001115,2020,0.675,531167.6
POL001115,2021,0.896,477412.59
POL001115,2022,0.64,486105.02
POL001115,2023,0.654,487331.28
POL001116,2019,0.989,1969843.38
POL001116,2020,0.811,1983475.45
POL001117,2023,0.724,3357689.85
POL001117,2024,0.634,3402510.85
POL001118,2024,0.739,5645905.67
POL001119,2023,0.798,1749470.17
POL001119,2024,0.638,1892999.6
POL001120,2021,0.82,1050717.74
POL001120,2022,0.835,1168642.27
POL001121,2020,0.713,9776523.1
POL001122,2019,0.686,1624691.01
POL001122,2020,0.702,1729453.02
POL001123,2019,0.95,116173.55
POL001124,2024,0.784,1849107.71
POL001125,2018,0.748,1814203.61
POL001126,2019,0.683,539538.39
POL001126,2020,0.964,531372.61
POL001127,2024,0.607,3397831.17
POL001128,2020,0.606,1815811.56
POL001128,2021,0.79,1747767.98
POL001128,2022,0.98,1774365.36
POL001128,2023,0.633,1908931.27
POL001129,2023,0.898,2073860.96
POL001129,2024,0.744,2128976.13
POL001130,2018,0.946,1884910.37
POL001130,2019,0.708,1753364.59
POL001131,2021,0.743,8050819.07
POL001131,2022,0.832,7653772.12
POL001132,2018,0.934,531037.5
POL001132,2019,0.864,563021.06
POL001132,2020,0.842,503150.58
POL001132,2021,0.617,492285.93
POL001133,2019,0.755,5609011.51
POL001133,2020,0.76,5206034.53
POL001134,2022,0.947,1530069.18
POL001134,2023,0.794,1604063.47
POL001135,2019,0.764,2046292.23
POL001136,2021,0.649,799828.6
POL001137,2024,0.775,1837255.39
POL001138,2018,0.771,1072380.47
POL001139,2022,0.935,902679.12
POL001139,2023,0.817,914404.64
POL001140,2022,0.958,1497147.77
POL001140,2023,0.892,1552010.67
POL001140,2024,0.86,1511011.17
POL001141,2021,0.982,358949.95
POL001141,2022,0.837,332739.64
POL001142,2021,0.984,1829769.87
POL001142,2022,0.625,1762249.18
POL001142,2023,0.948,1665094.59
POL001142,2024,0.904,1654159.68
POL001143,2018,0.612,2333618.51
POL001144,2021,0.938,3500871.24
POL001145,2020,0.9,5691068.51
POL001145,2021,0.812,5919545.54
POL001146,2023,0.711,2093678.88
POL001146,2024,0.949,2249446.94
POL001147,2023,0.706,6881100.78
POL001147,2024,0.733,6726183.32
POL001148,2024,0.696,3315341.26
POL001149,2022,0.611,10083048.79
POL001150,2022,0.904,12966870.21
POL001150,2023,0.703,13698655.24
POL001150,2024,0.751,13002960.7
POL001151,2021,0.823,5224069.85
POL001151,2022,0.948,5069509.78
POL001151,2023,0.686,5694131.36
POL001152,2020,0.625,1302340.98
POL001153,2021,0.935,2537869.84
POL001153,2022,0.962,2678260.02
POL001153,2023,0.774,2410645.35
POL001154,2024,0.638,452694.89
POL001155,2019,0.679,2899308.75
POL001155,2020,0.767,2958199.86
POL001155,2021,0.787,2720880.17
POL001156,2023,0.682,2525047.52
POL001157,2024,0.713,1085175.3
POL001158,2024,0.872,2377586.35
POL001159,2021,0.922,433611.68
POL001159,2022,0.606,415030.45
POL001159,2023,0.931,430868.05
POL001159,2024,0.981,413334.4
POL001160,2018,0.798,7442659.59
POL001160,2019,0.82,7254074.88
POL001161,2018,0.769,4875284.57
POL001162,2018,0.752,2232893.8
POL001162,2019,0.775,2183369.82
POL001162,2020,0.691,2182051.77
POL001163,2020,0.961,1144073.12
POL001163,2021,0.946,1169569.16
POL001164,2022,0.733,7653225.2
POL001164,2023,0.916,7549559.05
POL001164,2024,0.912,8517354.48
POL001165,2019,0.933,1207957.02
POL001165,2020,0.835,1175477.33
POL001165,2021,0.615,1195637.37
POL001166,2022,0.735,3305053.12
POL001166,2023,0.828,3099464.47
POL001166,2024,0.898,3242643.87
POL001167,2019,0.642,1604891.61
POL001167,2020,0.718,1452592.1
POL001167,2021,0.964,1503029.57
POL001167,2022,0.638,1440380.4
POL001168,2021,0.625,1310267.5
POL001168,2022,0.847,1243738.66
POL001169,2021,0.681,6375498.76
POL001169,2022,0.921,6385051.74
POL001169,2023,0.831,6502275.82
POL001169,2024,0.98,6659231.99
POL001170,2018,0.819,1004343.22
POL001171,2024,0.888,3118415.32
POL001172,2018,0.85,3112627.53
POL001172,2019,0.854,3146903.54
POL001173,2018,0.613,1306554.53
POL001173,2019,0.971,1422632.21
POL001173,2020,0.627,1302449.21
POL001174,2018,0.785,1544665.12
POL001175,2019,0.931,6230824.4
POL001175,2020,0.794,6288530.93
POL001175,2021,0.853,6048246.03
POL001176,2024,0.896,3825472.13
POL001177,2023,0.924,1751858.78
POL001178,2021,0.958,2433964.16
POL001178,2022,0.748,2279188.1
POL001179,2019,0.894,2007055.6
POL001179,2020,0.98,1928273.26
POL001179,2021,0.76,1998296.83
POL001180,2018,0.953,4527354.2
POL001181,2018,0.909,2223593.63
POL001181,2019,0.697,2547047.91
POL001182,2019,0.757,1800336.44
POL001183,2018,0.963,971416.62
POL001183,2019,0.812,1043983.31
POL001183,2020,0.706,1001631.93
POL001183,2021,0.964,986487.55
POL001184,2018,0.963,5686958.43
POL001185,2018,0.942,1900164.48
POL001185,2019,0.635,1982829.83
POL001185,2020,0.898,1900470.69
POL001186,2021,0.895,5779244.57
POL001186,2022,0.962,5869871.37
POL001187,2023,0.601,4329510.09
POL001188,2022,0.79,636965.16
POL001188,2023,0.696,606958.43
POL001188,2024,0.897,620928.35
POL001189,2019,0.645,19254044.64
POL001189,2020,0.995,18466989.39
POL001190,2019,0.812,692719.04
POL001191,2024,0.972,9647418.23
POL001192,2021,0.618,2934171.42
POL001193,2018,0.885,874843.91
POL001193,2019,0.649,912734.79
POL001193,2020,0.799,917166.19
POL001194,2019,0.961,2924602.32
POL001194,2020,0.994,2606360.99
POL001195,2018,0.971,7068903.12
POL001195,2019,0.752,7378937.32
POL001196,2019,0.967,3640415.64
POL001197,2022,0.79,1312706.88
POL001197,2023,0.902,1220493.7
POL001198,2020,0.785,1742995.85
POL001198,2021,0.8,1597188.92
POL001198,2022,0.622,1646303.41
POL001199,2020,0.721,1146756.97
POL001199,2021,0.705,1056631.38
POL001199,2022,0.987,1014852.01
POL001199,2023,0.82,1074549.79
POL001200,2020,0.688,1984557.21
POL001200,2021,0.975,1727799.08
POL001200,2022,0.744,1837130.95
POL001201,2018,0.823,8022563.51
POL001201,2019,0.774,8370350.06
POL001202,2023,0.711,2094773.56
POL001202,2024,0.864,2180301
POL001203,2023,0.621,701010.84
POL001203,2024,0.674,782567.04
POL001204,2020,0.823,2415474.3
POL001204,2021,0.648,2382033.47
POL001205,2020,0.712,1898575.52
POL001205,2021,0.933,1767155.48
POL001205,2022,0.958,1949089.95
POL001206,2022,0.867,2814820.32
POL001207,2023,0.923,1677600.15
POL001207,2024,0.657,1757440.45
POL001208,2020,0.953,3669307.43
POL001208,2021,0.959,3962935.41
POL001209,2020,0.614,3003575.1
POL001209,2021,0.914,3030017.91
POL001210,2020,0.866,1945036.56
POL001211,2018,0.929,848300.45
POL001212,2019,0.642,1894954.68
POL001212,2020,0.939,1857491.43
POL001213,2024,0.677,6021052.26
POL001214,2018,0.766,3486981.83
POL001214,2019,0.952,3244932.73
POL001214,2020,0.887,3070138.42
POL001215,2019,0.945,4808089.58
POL001215,2020,0.96,4615474.1
POL001215,2021,0.704,4441322.24
POL001216,2022,0.903,3197777.66
POL001216,2023,0.868,3092484.59
POL001216,2024,0.824,3072230.48
POL001217,2022,0.97,851977.39
POL001218,2022,0.634,1477799.18
POL001219,2021,0.929,595782.57
POL001219,2022,0.864,603650.76
POL001219,2023,0.73,571997.84
POL001219,2024,0.964,551829.91
POL001220,2021,0.916,3425162.98
POL001220,2022,0.647,3766122.11
POL001221,2018,0.785,481807.54
POL001221,2019,0.854,499139.88
POL001221,2020,0.894,497449.5
POL001222,2019,0.813,9048312.03
POL001223,2022,0.774,16382771.31
POL001223,2023,0.687,16694483.22
POL001223,2024,0.72,16845248.35
POL001224,2020,0.965,2881513.44
POL001224,2021,0.826,3124636.32
POL001224,2022,0.843,2859967.23
POL001225,2018,0.676,358369.69
POL001226,2024,0.683,2377574.16
POL001227,2021,0.689,362168.76
POL001227,2022,0.692,358556.91
POL001228,2024,0.927,2141923.72
POL001229,2023,0.974,7250901.54
POL001229,2024,0.732,7235102.39
POL001230,2020,0.656,3937387.4
POL001230,2021,0.806,3783143.09
POL001230,2022,0.746,3818175.98
POL001231,2019,0.831,1546768.03
POL001231,2020,0.769,1504586.68
POL001232,2019,0.639,7230992.38
POL001233,2019,0.642,359082.39
POL001233,2020,0.989,346192.02
POL001234,2024,0.718,3122263.95
POL001235,2024,0.611,1202996.1
POL001236,2019,0.819,3118750.82
POL001236,2020,0.864,3040944.77
POL001236,2021,0.769,2886006.59
POL001237,2022,0.999,1443810.73
POL001238,2021,0.736,1355059.41
POL001238,2022,0.745,1500017.76
POL001238,2023,0.98,1434060.04
POL001238,2024,0.611,1469297.36
POL001239,2019,0.977,2476031.32
POL001239,2020,0.922,2446508.85
POL001240,2018,0.644,3539107.45
POL001241,2019,0.672,890020.35
POL001242,2020,0.991,1156462.55
POL001242,2021,0.76,1205762.79
POL001243,2024,0.999,1529345.88
POL001244,2024,0.693,2016035.72
POL001245,2019,0.683,945511.73
POL001245,2020,0.82,894753.98
POL001246,2023,0.831,944680.03
POL001246,2024,0.759,973039.87
POL001247,2022,0.625,1837665.06
POL001248,2023,0.835,1853279.75
POL001248,2024,0.726,1825069.92
POL001249,2021,0.988,1448537.57
POL001249,2022,0.647,1441595.03
POL001250,2019,0.708,8109646.02
POL001250,2020,0.838,8303279.81
POL001250,2021,0.749,8314589.98
POL001251,2023,0.951,1129881.23
POL001251,2024,0.95,1198358.1
POL001252,2023,0.944,648634.59
POL001252,2024,0.954,645194.54
POL001253,2022,0.823,1040766.97
POL001253,2023,0.733,1105527.98
POL001254,2024,0.789,639274.44
POL001255,2022,0.851,2183910.37
POL001255,2023,0.983,2257336.68
POL001255,2024,0.887,2074978.22
POL001256,2024,0.986,3305768.74
POL001257,2021,0.655,3236909.06
POL001258,2020,0.873,1173251.35
POL001259,2020,0.963,12081337.43
POL001259,2021,0.855,11227331.56
POL001260,2018,0.848,2958705.52
POL001261,2019,0.657,1777655.36
POL001262,2019,0.842,4194174.02
POL001262,2020,0.678,4522942.23
POL001262,2021,0.837,4350626.29
POL001262,2022,0.898,4147764.34
POL001263,2019,0.67,563407.18
POL001264,2024,0.636,2398011.16
POL001265,2022,0.619,2429586.25
POL001265,2023,0.955,2336643.02
POL001265,2024,0.792,2374465.03
POL001266,2019,0.991,1414504.95
POL001266,2020,0.959,1355918.81
POL001267,2021,0.986,1571157.92
POL001267,2022,0.694,1730869.79
POL001267,2023,0.975,1679337.75
POL001267,2024,0.807,1600569.71
POL001268,2024,0.887,1290142.65
POL001269,2023,0.976,8016144.41
POL001270,2023,0.733,1390275.94
POL001271,2020,0.962,747820.38
POL001271,2021,0.963,757349.71
POL001272,2024,0.986,11752937.97
POL001273,2019,0.816,6958270.49
POL001273,2020,0.782,6889375.94
POL001273,2021,0.821,6779424.35
POL001273,2022,0.987,6886813.73
POL001274,2022,0.801,1992977.64
POL001275,2024,0.991,1793459.55
POL001276,2018,0.878,1609303.75
POL001276,2019,0.804,1613398.82
POL001276,2020,0.665,1607658.25
POL001277,2019,0.669,2535494.23
POL001278,2021,0.654,1391029.87
POL001278,2022,0.823,1406264.99
POL001279,2019,0.907,948841.89
POL001279,2020,0.659,991651.48
POL001280,2021,0.604,3074748.33
POL001281,2021,0.919,2120779.11
POL001281,2022,0.711,2073393.63
POL001282,2020,0.675,834026.72
POL001282,2021,0.898,860589.88
POL001282,2022,0.694,862956.57
POL001283,2021,0.975,1064847.03
POL001284,2022,0.661,3862675.3
POL001284,2023,0.964,3866459.57
POL001285,2018,0.635,992857.42
POL001285,2019,0.701,1101283.66
POL001286,2019,0.749,4914217.85
